filename,path,bucket,label,duration,sample_rate,resampled,source_dataset,source_relpath,group_id,split,transcript,original_dataset
cv-valid-train__sample-003395_c00.wav,../test_set/audio/babble/cv-valid-train__sample-003395_c00.wav,babble,unknown,1.498813,48000,True,common_voice_negative,audio/cv-valid-train__sample-003395_c00.wav,,train,,
cv-valid-train__sample-003894_c01.wav,../test_set/audio/babble/cv-valid-train__sample-003894_c01.wav,babble,unknown,1.842812,48000,True,common_voice_negative,audio/cv-valid-train__sample-003894_c01.wav,,train,,
cv-valid-train__sample-004472_c01.wav,../test_set/audio/babble/cv-valid-train__sample-004472_c01.wav,babble,unknown,1.826875,48000,True,common_voice_negative,audio/cv-valid-train__sample-004472_c01.wav,,train,,
cv-valid-train__sample-008836_c04.wav,../test_set/audio/babble/cv-valid-train__sample-008836_c04.wav,babble,unknown,0.773250,48000,True,common_voice_negative,audio/cv-valid-train__sample-008836_c04.wav,,train,,
cv-valid-train__sample-009618_c01.wav,../test_set/audio/babble/cv-valid-train__sample-009618_c01.wav,babble,unknown,1.601125,48000,True,common_voice_negative,audio/cv-valid-train__sample-009618_c01.wav,,train,,
cv-valid-train__sample-009692_c01.wav,../test_set/audio/babble/cv-valid-train__sample-009692_c01.wav,babble,unknown,1.568312,48000,True,common_voice_negative,audio/cv-valid-train__sample-009692_c01.wav,,train,,
cv-valid-train__sample-009813_c00.wav,../test_set/audio/babble/cv-valid-train__sample-009813_c00.wav,babble,unknown,1.451000,48000,True,common_voice_negative,audio/cv-valid-train__sample-009813_c00.wav,,train,,
cv-valid-train__sample-010073_c00.wav,../test_set/audio/babble/cv-valid-train__sample-010073_c00.wav,babble,unknown,1.735313,48000,True,common_voice_negative,audio/cv-valid-train__sample-010073_c00.wav,,test,,
cv-valid-train__sample-012317_c03.wav,../test_set/audio/babble/cv-valid-train__sample-012317_c03.wav,babble,unknown,1.292812,48000,True,common_voice_negative,audio/cv-valid-train__sample-012317_c03.wav,,val,,
cv-valid-train__sample-012890_c01.wav,../test_set/audio/babble/cv-valid-train__sample-012890_c01.wav,babble,unknown,1.304688,48000,True,common_voice_negative,audio/cv-valid-train__sample-012890_c01.wav,,val,,
cv-valid-train__sample-013818_c01.wav,../test_set/audio/babble/cv-valid-train__sample-013818_c01.wav,babble,unknown,1.089063,48000,True,common_voice_negative,audio/cv-valid-train__sample-013818_c01.wav,,test,,
cv-valid-train__sample-014294_c00.wav,../test_set/audio/babble/cv-valid-train__sample-014294_c00.wav,babble,unknown,1.836688,48000,True,common_voice_negative,audio/cv-valid-train__sample-014294_c00.wav,,train,,
cv-valid-train__sample-016703_c03.wav,../test_set/audio/babble/cv-valid-train__sample-016703_c03.wav,babble,unknown,1.069813,48000,True,common_voice_negative,audio/cv-valid-train__sample-016703_c03.wav,,train,,
cv-valid-train__sample-017996_c00.wav,../test_set/audio/babble/cv-valid-train__sample-017996_c00.wav,babble,unknown,1.371687,48000,True,common_voice_negative,audio/cv-valid-train__sample-017996_c00.wav,,val,,
cv-valid-train__sample-018440_c00.wav,../test_set/audio/babble/cv-valid-train__sample-018440_c00.wav,babble,unknown,1.430063,48000,True,common_voice_negative,audio/cv-valid-train__sample-018440_c00.wav,,train,,
cv-valid-train__sample-019156_c03.wav,../test_set/audio/babble/cv-valid-train__sample-019156_c03.wav,babble,unknown,1.208000,48000,True,common_voice_negative,audio/cv-valid-train__sample-019156_c03.wav,,train,,
cv-valid-train__sample-019959_c00.wav,../test_set/audio/babble/cv-valid-train__sample-019959_c00.wav,babble,unknown,1.187563,48000,True,common_voice_negative,audio/cv-valid-train__sample-019959_c00.wav,,train,,
cv-valid-train__sample-021240_c01.wav,../test_set/audio/babble/cv-valid-train__sample-021240_c01.wav,babble,unknown,1.992750,48000,True,common_voice_negative,audio/cv-valid-train__sample-021240_c01.wav,,train,,
cv-valid-train__sample-021293_c03.wav,../test_set/audio/babble/cv-valid-train__sample-021293_c03.wav,babble,unknown,1.798437,48000,True,common_voice_negative,audio/cv-valid-train__sample-021293_c03.wav,,train,,
cv-valid-train__sample-021631_c00.wav,../test_set/audio/babble/cv-valid-train__sample-021631_c00.wav,babble,unknown,1.072875,48000,True,common_voice_negative,audio/cv-valid-train__sample-021631_c00.wav,,train,,
cv-valid-train__sample-024206_c01.wav,../test_set/audio/babble/cv-valid-train__sample-024206_c01.wav,babble,unknown,1.403625,48000,True,common_voice_negative,audio/cv-valid-train__sample-024206_c01.wav,,train,,
cv-valid-train__sample-024711_c00.wav,../test_set/audio/babble/cv-valid-train__sample-024711_c00.wav,babble,unknown,1.708625,48000,True,common_voice_negative,audio/cv-valid-train__sample-024711_c00.wav,,val,,
cv-valid-train__sample-025129_c01.wav,../test_set/audio/babble/cv-valid-train__sample-025129_c01.wav,babble,unknown,1.061313,48000,True,common_voice_negative,audio/cv-valid-train__sample-025129_c01.wav,,val,,
cv-valid-train__sample-025835_c00.wav,../test_set/audio/babble/cv-valid-train__sample-025835_c00.wav,babble,unknown,1.980125,48000,True,common_voice_negative,audio/cv-valid-train__sample-025835_c00.wav,,train,,
cv-valid-train__sample-026380_c01.wav,../test_set/audio/babble/cv-valid-train__sample-026380_c01.wav,babble,unknown,0.389500,48000,True,common_voice_negative,audio/cv-valid-train__sample-026380_c01.wav,,val,,
cv-valid-train__sample-028054_c01.wav,../test_set/audio/babble/cv-valid-train__sample-028054_c01.wav,babble,unknown,1.411875,48000,True,common_voice_negative,audio/cv-valid-train__sample-028054_c01.wav,,train,,
cv-valid-train__sample-029776_c01.wav,../test_set/audio/babble/cv-valid-train__sample-029776_c01.wav,babble,unknown,0.686250,48000,True,common_voice_negative,audio/cv-valid-train__sample-029776_c01.wav,,val,,
cv-valid-train__sample-030331_c02.wav,../test_set/audio/babble/cv-valid-train__sample-030331_c02.wav,babble,unknown,0.818813,48000,True,common_voice_negative,audio/cv-valid-train__sample-030331_c02.wav,,test,,
cv-valid-train__sample-032020_c01.wav,../test_set/audio/babble/cv-valid-train__sample-032020_c01.wav,babble,unknown,1.778125,48000,True,common_voice_negative,audio/cv-valid-train__sample-032020_c01.wav,,train,,
cv-valid-train__sample-032215_c02.wav,../test_set/audio/babble/cv-valid-train__sample-032215_c02.wav,babble,unknown,1.728875,48000,True,common_voice_negative,audio/cv-valid-train__sample-032215_c02.wav,,test,,
cv-valid-train__sample-032540_c03.wav,../test_set/audio/babble/cv-valid-train__sample-032540_c03.wav,babble,unknown,1.314312,48000,True,common_voice_negative,audio/cv-valid-train__sample-032540_c03.wav,,train,,
cv-valid-train__sample-032832_c01.wav,../test_set/audio/babble/cv-valid-train__sample-032832_c01.wav,babble,unknown,1.587312,48000,True,common_voice_negative,audio/cv-valid-train__sample-032832_c01.wav,,train,,
cv-valid-train__sample-033053_c01.wav,../test_set/audio/babble/cv-valid-train__sample-033053_c01.wav,babble,unknown,1.417938,48000,True,common_voice_negative,audio/cv-valid-train__sample-033053_c01.wav,,train,,
cv-valid-train__sample-034036_c02.wav,../test_set/audio/babble/cv-valid-train__sample-034036_c02.wav,babble,unknown,1.660875,48000,True,common_voice_negative,audio/cv-valid-train__sample-034036_c02.wav,,val,,
cv-valid-train__sample-034595_c00.wav,../test_set/audio/babble/cv-valid-train__sample-034595_c00.wav,babble,unknown,1.431500,48000,True,common_voice_negative,audio/cv-valid-train__sample-034595_c00.wav,,train,,
cv-valid-train__sample-035247_c01.wav,../test_set/audio/babble/cv-valid-train__sample-035247_c01.wav,babble,unknown,1.787250,48000,True,common_voice_negative,audio/cv-valid-train__sample-035247_c01.wav,,train,,
cv-valid-train__sample-035554_c01.wav,../test_set/audio/babble/cv-valid-train__sample-035554_c01.wav,babble,unknown,1.912500,48000,True,common_voice_negative,audio/cv-valid-train__sample-035554_c01.wav,,train,,
cv-valid-train__sample-037700_c00.wav,../test_set/audio/babble/cv-valid-train__sample-037700_c00.wav,babble,unknown,1.183000,48000,True,common_voice_negative,audio/cv-valid-train__sample-037700_c00.wav,,val,,
cv-valid-train__sample-037863_c00.wav,../test_set/audio/babble/cv-valid-train__sample-037863_c00.wav,babble,unknown,1.828812,48000,True,common_voice_negative,audio/cv-valid-train__sample-037863_c00.wav,,train,,
cv-valid-train__sample-038399_c02.wav,../test_set/audio/babble/cv-valid-train__sample-038399_c02.wav,babble,unknown,1.876313,48000,True,common_voice_negative,audio/cv-valid-train__sample-038399_c02.wav,,train,,
cv-valid-train__sample-042202_c01.wav,../test_set/audio/babble/cv-valid-train__sample-042202_c01.wav,babble,unknown,1.444063,48000,True,common_voice_negative,audio/cv-valid-train__sample-042202_c01.wav,,train,,
cv-valid-train__sample-042292_c01.wav,../test_set/audio/babble/cv-valid-train__sample-042292_c01.wav,babble,unknown,1.254625,48000,True,common_voice_negative,audio/cv-valid-train__sample-042292_c01.wav,,train,,
cv-valid-train__sample-042301_c03.wav,../test_set/audio/babble/cv-valid-train__sample-042301_c03.wav,babble,unknown,1.365938,48000,True,common_voice_negative,audio/cv-valid-train__sample-042301_c03.wav,,train,,
cv-valid-train__sample-043144_c00.wav,../test_set/audio/babble/cv-valid-train__sample-043144_c00.wav,babble,unknown,1.313125,48000,True,common_voice_negative,audio/cv-valid-train__sample-043144_c00.wav,,train,,
cv-valid-train__sample-044642_c01.wav,../test_set/audio/babble/cv-valid-train__sample-044642_c01.wav,babble,unknown,1.175687,48000,True,common_voice_negative,audio/cv-valid-train__sample-044642_c01.wav,,train,,
cv-valid-train__sample-048104_c01.wav,../test_set/audio/babble/cv-valid-train__sample-048104_c01.wav,babble,unknown,1.498687,48000,True,common_voice_negative,audio/cv-valid-train__sample-048104_c01.wav,,val,,
cv-valid-train__sample-049209_c00.wav,../test_set/audio/babble/cv-valid-train__sample-049209_c00.wav,babble,unknown,1.106313,48000,True,common_voice_negative,audio/cv-valid-train__sample-049209_c00.wav,,train,,
cv-valid-train__sample-052522_c00.wav,../test_set/audio/babble/cv-valid-train__sample-052522_c00.wav,babble,unknown,1.239062,48000,True,common_voice_negative,audio/cv-valid-train__sample-052522_c00.wav,,train,,
cv-valid-train__sample-053435_c01.wav,../test_set/audio/babble/cv-valid-train__sample-053435_c01.wav,babble,unknown,1.215000,48000,True,common_voice_negative,audio/cv-valid-train__sample-053435_c01.wav,,train,,
cv-valid-train__sample-053834_c01.wav,../test_set/audio/babble/cv-valid-train__sample-053834_c01.wav,babble,unknown,1.682875,48000,True,common_voice_negative,audio/cv-valid-train__sample-053834_c01.wav,,train,,
cv-valid-train__sample-053901_c00.wav,../test_set/audio/babble/cv-valid-train__sample-053901_c00.wav,babble,unknown,1.513437,48000,True,common_voice_negative,audio/cv-valid-train__sample-053901_c00.wav,,train,,
cv-valid-train__sample-054553_c00.wav,../test_set/audio/babble/cv-valid-train__sample-054553_c00.wav,babble,unknown,1.266000,48000,True,common_voice_negative,audio/cv-valid-train__sample-054553_c00.wav,,val,,
cv-valid-train__sample-055248_c00.wav,../test_set/audio/babble/cv-valid-train__sample-055248_c00.wav,babble,unknown,1.884375,48000,True,common_voice_negative,audio/cv-valid-train__sample-055248_c00.wav,,val,,
cv-valid-train__sample-055939_c01.wav,../test_set/audio/babble/cv-valid-train__sample-055939_c01.wav,babble,unknown,1.739000,48000,True,common_voice_negative,audio/cv-valid-train__sample-055939_c01.wav,,train,,
cv-valid-train__sample-060193_c03.wav,../test_set/audio/babble/cv-valid-train__sample-060193_c03.wav,babble,unknown,1.971313,48000,True,common_voice_negative,audio/cv-valid-train__sample-060193_c03.wav,,train,,
cv-valid-train__sample-060377_c00.wav,../test_set/audio/babble/cv-valid-train__sample-060377_c00.wav,babble,unknown,1.683563,48000,True,common_voice_negative,audio/cv-valid-train__sample-060377_c00.wav,,train,,
cv-valid-train__sample-062756_c00.wav,../test_set/audio/babble/cv-valid-train__sample-062756_c00.wav,babble,unknown,1.035562,48000,True,common_voice_negative,audio/cv-valid-train__sample-062756_c00.wav,,train,,
cv-valid-train__sample-063118_c01.wav,../test_set/audio/babble/cv-valid-train__sample-063118_c01.wav,babble,unknown,1.417062,48000,True,common_voice_negative,audio/cv-valid-train__sample-063118_c01.wav,,train,,
cv-valid-train__sample-063647_c01.wav,../test_set/audio/babble/cv-valid-train__sample-063647_c01.wav,babble,unknown,1.752375,48000,True,common_voice_negative,audio/cv-valid-train__sample-063647_c01.wav,,train,,
cv-valid-train__sample-063938_c02.wav,../test_set/audio/babble/cv-valid-train__sample-063938_c02.wav,babble,unknown,1.271125,48000,True,common_voice_negative,audio/cv-valid-train__sample-063938_c02.wav,,train,,
cv-valid-train__sample-064168_c01.wav,../test_set/audio/babble/cv-valid-train__sample-064168_c01.wav,babble,unknown,1.531062,48000,True,common_voice_negative,audio/cv-valid-train__sample-064168_c01.wav,,val,,
cv-valid-train__sample-066732_c01.wav,../test_set/audio/babble/cv-valid-train__sample-066732_c01.wav,babble,unknown,1.888125,48000,True,common_voice_negative,audio/cv-valid-train__sample-066732_c01.wav,,train,,
cv-valid-train__sample-067103_c02.wav,../test_set/audio/babble/cv-valid-train__sample-067103_c02.wav,babble,unknown,1.924000,48000,True,common_voice_negative,audio/cv-valid-train__sample-067103_c02.wav,,val,,
cv-valid-train__sample-067113_c03.wav,../test_set/audio/babble/cv-valid-train__sample-067113_c03.wav,babble,unknown,1.092375,48000,True,common_voice_negative,audio/cv-valid-train__sample-067113_c03.wav,,train,,
cv-valid-train__sample-068069_c03.wav,../test_set/audio/babble/cv-valid-train__sample-068069_c03.wav,babble,unknown,0.529563,48000,True,common_voice_negative,audio/cv-valid-train__sample-068069_c03.wav,,val,,
cv-valid-train__sample-069178_c01.wav,../test_set/audio/babble/cv-valid-train__sample-069178_c01.wav,babble,unknown,1.261187,48000,True,common_voice_negative,audio/cv-valid-train__sample-069178_c01.wav,,train,,
cv-valid-train__sample-069944_c03.wav,../test_set/audio/babble/cv-valid-train__sample-069944_c03.wav,babble,unknown,1.143312,48000,True,common_voice_negative,audio/cv-valid-train__sample-069944_c03.wav,,train,,
cv-valid-train__sample-070278_c00.wav,../test_set/audio/babble/cv-valid-train__sample-070278_c00.wav,babble,unknown,1.577063,48000,True,common_voice_negative,audio/cv-valid-train__sample-070278_c00.wav,,val,,
cv-valid-train__sample-070970_c00.wav,../test_set/audio/babble/cv-valid-train__sample-070970_c00.wav,babble,unknown,1.277688,48000,True,common_voice_negative,audio/cv-valid-train__sample-070970_c00.wav,,train,,
cv-valid-train__sample-071654_c01.wav,../test_set/audio/babble/cv-valid-train__sample-071654_c01.wav,babble,unknown,1.720625,48000,True,common_voice_negative,audio/cv-valid-train__sample-071654_c01.wav,,test,,
cv-valid-train__sample-073265_c00.wav,../test_set/audio/babble/cv-valid-train__sample-073265_c00.wav,babble,unknown,1.331750,48000,True,common_voice_negative,audio/cv-valid-train__sample-073265_c00.wav,,train,,
cv-valid-train__sample-074948_c02.wav,../test_set/audio/babble/cv-valid-train__sample-074948_c02.wav,babble,unknown,1.188562,48000,True,common_voice_negative,audio/cv-valid-train__sample-074948_c02.wav,,val,,
cv-valid-train__sample-076952_c05.wav,../test_set/audio/babble/cv-valid-train__sample-076952_c05.wav,babble,unknown,1.907625,48000,True,common_voice_negative,audio/cv-valid-train__sample-076952_c05.wav,,test,,
cv-valid-train__sample-078797_c01.wav,../test_set/audio/babble/cv-valid-train__sample-078797_c01.wav,babble,unknown,1.222500,48000,True,common_voice_negative,audio/cv-valid-train__sample-078797_c01.wav,,train,,
cv-valid-train__sample-080030_c01.wav,../test_set/audio/babble/cv-valid-train__sample-080030_c01.wav,babble,unknown,1.155188,48000,True,common_voice_negative,audio/cv-valid-train__sample-080030_c01.wav,,train,,
cv-valid-train__sample-080812_c02.wav,../test_set/audio/babble/cv-valid-train__sample-080812_c02.wav,babble,unknown,1.005750,48000,True,common_voice_negative,audio/cv-valid-train__sample-080812_c02.wav,,train,,
cv-valid-train__sample-081983_c01.wav,../test_set/audio/babble/cv-valid-train__sample-081983_c01.wav,babble,unknown,0.885000,48000,True,common_voice_negative,audio/cv-valid-train__sample-081983_c01.wav,,train,,
cv-valid-train__sample-083223_c00.wav,../test_set/audio/babble/cv-valid-train__sample-083223_c00.wav,babble,unknown,1.776437,48000,True,common_voice_negative,audio/cv-valid-train__sample-083223_c00.wav,,train,,
cv-valid-train__sample-083275.wav,../test_set/audio/babble/cv-valid-train__sample-083275.wav,babble,unknown,1.704000,48000,True,common_voice_negative,audio/cv-valid-train__sample-083275.wav,,train,,
cv-valid-train__sample-084918_c03.wav,../test_set/audio/babble/cv-valid-train__sample-084918_c03.wav,babble,unknown,1.792437,48000,True,common_voice_negative,audio/cv-valid-train__sample-084918_c03.wav,,train,,
cv-valid-train__sample-086538_c03.wav,../test_set/audio/babble/cv-valid-train__sample-086538_c03.wav,babble,unknown,1.273438,48000,True,common_voice_negative,audio/cv-valid-train__sample-086538_c03.wav,,train,,
cv-valid-train__sample-087071_c00.wav,../test_set/audio/babble/cv-valid-train__sample-087071_c00.wav,babble,unknown,1.621750,48000,True,common_voice_negative,audio/cv-valid-train__sample-087071_c00.wav,,train,,
cv-valid-train__sample-087083_c00.wav,../test_set/audio/babble/cv-valid-train__sample-087083_c00.wav,babble,unknown,1.211625,48000,True,common_voice_negative,audio/cv-valid-train__sample-087083_c00.wav,,train,,
cv-valid-train__sample-089337_c03.wav,../test_set/audio/babble/cv-valid-train__sample-089337_c03.wav,babble,unknown,0.953625,48000,True,common_voice_negative,audio/cv-valid-train__sample-089337_c03.wav,,test,,
cv-valid-train__sample-089957_c01.wav,../test_set/audio/babble/cv-valid-train__sample-089957_c01.wav,babble,unknown,1.855063,48000,True,common_voice_negative,audio/cv-valid-train__sample-089957_c01.wav,,train,,
cv-valid-train__sample-090403_c00.wav,../test_set/audio/babble/cv-valid-train__sample-090403_c00.wav,babble,unknown,1.552500,48000,True,common_voice_negative,audio/cv-valid-train__sample-090403_c00.wav,,train,,
cv-valid-train__sample-092705_c00.wav,../test_set/audio/babble/cv-valid-train__sample-092705_c00.wav,babble,unknown,1.675125,48000,True,common_voice_negative,audio/cv-valid-train__sample-092705_c00.wav,,train,,
cv-valid-train__sample-093498_c00.wav,../test_set/audio/babble/cv-valid-train__sample-093498_c00.wav,babble,unknown,1.978250,48000,True,common_voice_negative,audio/cv-valid-train__sample-093498_c00.wav,,train,,
cv-valid-train__sample-097890_c03.wav,../test_set/audio/babble/cv-valid-train__sample-097890_c03.wav,babble,unknown,1.675625,48000,True,common_voice_negative,audio/cv-valid-train__sample-097890_c03.wav,,val,,
cv-valid-train__sample-105455_c02.wav,../test_set/audio/babble/cv-valid-train__sample-105455_c02.wav,babble,unknown,1.463625,48000,True,common_voice_negative,audio/cv-valid-train__sample-105455_c02.wav,,train,,
cv-valid-train__sample-107807_c00.wav,../test_set/audio/babble/cv-valid-train__sample-107807_c00.wav,babble,unknown,1.768125,48000,True,common_voice_negative,audio/cv-valid-train__sample-107807_c00.wav,,train,,
cv-valid-train__sample-108136_c02.wav,../test_set/audio/babble/cv-valid-train__sample-108136_c02.wav,babble,unknown,1.916562,48000,True,common_voice_negative,audio/cv-valid-train__sample-108136_c02.wav,,train,,
cv-valid-train__sample-109026_c00.wav,../test_set/audio/babble/cv-valid-train__sample-109026_c00.wav,babble,unknown,1.822250,48000,True,common_voice_negative,audio/cv-valid-train__sample-109026_c00.wav,,val,,
cv-valid-train__sample-109525_c01.wav,../test_set/audio/babble/cv-valid-train__sample-109525_c01.wav,babble,unknown,1.871125,48000,True,common_voice_negative,audio/cv-valid-train__sample-109525_c01.wav,,train,,
cv-valid-train__sample-112987_c01.wav,../test_set/audio/babble/cv-valid-train__sample-112987_c01.wav,babble,unknown,1.881250,48000,True,common_voice_negative,audio/cv-valid-train__sample-112987_c01.wav,,train,,
cv-valid-train__sample-113041_c02.wav,../test_set/audio/babble/cv-valid-train__sample-113041_c02.wav,babble,unknown,1.099875,48000,True,common_voice_negative,audio/cv-valid-train__sample-113041_c02.wav,,train,,
cv-valid-train__sample-116523_c01.wav,../test_set/audio/babble/cv-valid-train__sample-116523_c01.wav,babble,unknown,1.895812,48000,True,common_voice_negative,audio/cv-valid-train__sample-116523_c01.wav,,train,,
cv-valid-train__sample-117613_c00.wav,../test_set/audio/babble/cv-valid-train__sample-117613_c00.wav,babble,unknown,1.940687,48000,True,common_voice_negative,audio/cv-valid-train__sample-117613_c00.wav,,train,,
cv-valid-train__sample-118733_c01.wav,../test_set/audio/babble/cv-valid-train__sample-118733_c01.wav,babble,unknown,0.673687,48000,True,common_voice_negative,audio/cv-valid-train__sample-118733_c01.wav,,train,,
cv-valid-train__sample-121890_c04.wav,../test_set/audio/babble/cv-valid-train__sample-121890_c04.wav,babble,unknown,0.594375,48000,True,common_voice_negative,audio/cv-valid-train__sample-121890_c04.wav,,test,,
cv-valid-train__sample-122525_c01.wav,../test_set/audio/babble/cv-valid-train__sample-122525_c01.wav,babble,unknown,1.528188,48000,True,common_voice_negative,audio/cv-valid-train__sample-122525_c01.wav,,train,,
cv-valid-train__sample-122609_c00.wav,../test_set/audio/babble/cv-valid-train__sample-122609_c00.wav,babble,unknown,1.056312,48000,True,common_voice_negative,audio/cv-valid-train__sample-122609_c00.wav,,train,,
cv-valid-train__sample-123236_c00.wav,../test_set/audio/babble/cv-valid-train__sample-123236_c00.wav,babble,unknown,1.094313,48000,True,common_voice_negative,audio/cv-valid-train__sample-123236_c00.wav,,val,,
cv-valid-train__sample-123923_c00.wav,../test_set/audio/babble/cv-valid-train__sample-123923_c00.wav,babble,unknown,1.309500,48000,True,common_voice_negative,audio/cv-valid-train__sample-123923_c00.wav,,train,,
cv-valid-train__sample-124564_c05.wav,../test_set/audio/babble/cv-valid-train__sample-124564_c05.wav,babble,unknown,1.315063,48000,True,common_voice_negative,audio/cv-valid-train__sample-124564_c05.wav,,train,,
cv-valid-train__sample-124916_c00.wav,../test_set/audio/babble/cv-valid-train__sample-124916_c00.wav,babble,unknown,1.671062,48000,True,common_voice_negative,audio/cv-valid-train__sample-124916_c00.wav,,train,,
cv-valid-train__sample-125179_c01.wav,../test_set/audio/babble/cv-valid-train__sample-125179_c01.wav,babble,unknown,1.400062,48000,True,common_voice_negative,audio/cv-valid-train__sample-125179_c01.wav,,val,,
cv-valid-train__sample-125225_c00.wav,../test_set/audio/babble/cv-valid-train__sample-125225_c00.wav,babble,unknown,1.561875,48000,True,common_voice_negative,audio/cv-valid-train__sample-125225_c00.wav,,train,,
cv-valid-train__sample-125834_c08.wav,../test_set/audio/babble/cv-valid-train__sample-125834_c08.wav,babble,unknown,1.504500,48000,True,common_voice_negative,audio/cv-valid-train__sample-125834_c08.wav,,train,,
cv-valid-train__sample-126768_c00.wav,../test_set/audio/babble/cv-valid-train__sample-126768_c00.wav,babble,unknown,1.415875,48000,True,common_voice_negative,audio/cv-valid-train__sample-126768_c00.wav,,train,,
cv-valid-train__sample-127921_c01.wav,../test_set/audio/babble/cv-valid-train__sample-127921_c01.wav,babble,unknown,1.937188,48000,True,common_voice_negative,audio/cv-valid-train__sample-127921_c01.wav,,test,,
cv-valid-train__sample-129263_c03.wav,../test_set/audio/babble/cv-valid-train__sample-129263_c03.wav,babble,unknown,1.008812,48000,True,common_voice_negative,audio/cv-valid-train__sample-129263_c03.wav,,train,,
cv-valid-train__sample-130393_c00.wav,../test_set/audio/babble/cv-valid-train__sample-130393_c00.wav,babble,unknown,1.326250,48000,True,common_voice_negative,audio/cv-valid-train__sample-130393_c00.wav,,train,,
cv-valid-train__sample-131702_c00.wav,../test_set/audio/babble/cv-valid-train__sample-131702_c00.wav,babble,unknown,1.659437,48000,True,common_voice_negative,audio/cv-valid-train__sample-131702_c00.wav,,val,,
cv-valid-train__sample-132790_c01.wav,../test_set/audio/babble/cv-valid-train__sample-132790_c01.wav,babble,unknown,1.702813,48000,True,common_voice_negative,audio/cv-valid-train__sample-132790_c01.wav,,train,,
cv-valid-train__sample-133790_c02.wav,../test_set/audio/babble/cv-valid-train__sample-133790_c02.wav,babble,unknown,1.080313,48000,True,common_voice_negative,audio/cv-valid-train__sample-133790_c02.wav,,train,,
cv-valid-train__sample-139021_c01.wav,../test_set/audio/babble/cv-valid-train__sample-139021_c01.wav,babble,unknown,1.533250,48000,True,common_voice_negative,audio/cv-valid-train__sample-139021_c01.wav,,train,,
cv-valid-train__sample-141081_c01.wav,../test_set/audio/babble/cv-valid-train__sample-141081_c01.wav,babble,unknown,1.270125,48000,True,common_voice_negative,audio/cv-valid-train__sample-141081_c01.wav,,val,,
cv-valid-train__sample-142147_c01.wav,../test_set/audio/babble/cv-valid-train__sample-142147_c01.wav,babble,unknown,1.991375,48000,True,common_voice_negative,audio/cv-valid-train__sample-142147_c01.wav,,train,,
cv-valid-train__sample-142374_c02.wav,../test_set/audio/babble/cv-valid-train__sample-142374_c02.wav,babble,unknown,0.942813,48000,True,common_voice_negative,audio/cv-valid-train__sample-142374_c02.wav,,val,,
cv-valid-train__sample-142513.wav,../test_set/audio/babble/cv-valid-train__sample-142513.wav,babble,unknown,2.016000,48000,True,common_voice_negative,audio/cv-valid-train__sample-142513.wav,,train,,
cv-valid-train__sample-143237.wav,../test_set/audio/babble/cv-valid-train__sample-143237.wav,babble,unknown,1.944000,48000,True,common_voice_negative,audio/cv-valid-train__sample-143237.wav,,val,,
cv-valid-train__sample-144196_c01.wav,../test_set/audio/babble/cv-valid-train__sample-144196_c01.wav,babble,unknown,1.304688,48000,True,common_voice_negative,audio/cv-valid-train__sample-144196_c01.wav,,train,,
cv-valid-train__sample-144259_c00.wav,../test_set/audio/babble/cv-valid-train__sample-144259_c00.wav,babble,unknown,1.866688,48000,True,common_voice_negative,audio/cv-valid-train__sample-144259_c00.wav,,train,,
cv-valid-train__sample-144715_c02.wav,../test_set/audio/babble/cv-valid-train__sample-144715_c02.wav,babble,unknown,1.732125,48000,True,common_voice_negative,audio/cv-valid-train__sample-144715_c02.wav,,train,,
cv-valid-train__sample-144718_c01.wav,../test_set/audio/babble/cv-valid-train__sample-144718_c01.wav,babble,unknown,1.247375,48000,True,common_voice_negative,audio/cv-valid-train__sample-144718_c01.wav,,train,,
cv-valid-train__sample-146277_c00.wav,../test_set/audio/babble/cv-valid-train__sample-146277_c00.wav,babble,unknown,1.978500,48000,True,common_voice_negative,audio/cv-valid-train__sample-146277_c00.wav,,train,,
cv-valid-train__sample-148009_c01.wav,../test_set/audio/babble/cv-valid-train__sample-148009_c01.wav,babble,unknown,1.066312,48000,True,common_voice_negative,audio/cv-valid-train__sample-148009_c01.wav,,train,,
cv-valid-train__sample-148086_c07.wav,../test_set/audio/babble/cv-valid-train__sample-148086_c07.wav,babble,unknown,1.723125,48000,True,common_voice_negative,audio/cv-valid-train__sample-148086_c07.wav,,train,,
cv-valid-train__sample-148233_c02.wav,../test_set/audio/babble/cv-valid-train__sample-148233_c02.wav,babble,unknown,1.414813,48000,True,common_voice_negative,audio/cv-valid-train__sample-148233_c02.wav,,train,,
cv-valid-train__sample-148703_c01.wav,../test_set/audio/babble/cv-valid-train__sample-148703_c01.wav,babble,unknown,1.392562,48000,True,common_voice_negative,audio/cv-valid-train__sample-148703_c01.wav,,train,,
cv-valid-train__sample-153460_c00.wav,../test_set/audio/babble/cv-valid-train__sample-153460_c00.wav,babble,unknown,1.671812,48000,True,common_voice_negative,audio/cv-valid-train__sample-153460_c00.wav,,train,,
cv-valid-train__sample-153857_c02.wav,../test_set/audio/babble/cv-valid-train__sample-153857_c02.wav,babble,unknown,1.041875,48000,True,common_voice_negative,audio/cv-valid-train__sample-153857_c02.wav,,train,,
cv-valid-train__sample-154754_c02.wav,../test_set/audio/babble/cv-valid-train__sample-154754_c02.wav,babble,unknown,1.644625,48000,True,common_voice_negative,audio/cv-valid-train__sample-154754_c02.wav,,train,,
